date,openings_rate,quits_rate,layoffs_rate,openings_z,quits_z,layoffs_z,composite,jolts_mci,jolts_mci_ma12
2013-06-01,3.0,1.6,1.3,-0.5229299043448946,-1.1321642984121334,0.10896525330009008,-0.5153763164856461,92.87336286710037,93.73682369657801
2013-07-01,2.8,1.7,1.3,-0.6808352604631315,-0.8551257262068804,0.10896525330009008,-0.47566524445664066,93.6471750360108,94.03673420218854
2013-08-01,2.9,1.7,1.3,-0.601882582404013,-0.8551257262068804,0.10896525330009008,-0.4493476851036011,94.16000046838718,93.9848483083802
2013-09-01,2.9,1.7,1.4,-0.601882582404013,-0.8551257262068804,-0.065845313491498,-0.5076178740341305,93.0245443103107,94.12565312007514
2013-10-01,3.0,1.7,1.2,-0.5229299043448946,-0.8551257262068804,0.28377582009167857,-0.3647599368200322,95.80828205884005,94.60565587758812
2013-11-01,2.9,1.7,1.2,-0.601882582404013,-0.8551257262068804,0.28377582009167857,-0.39107749617307164,95.29545662646368,94.88381748848748
2013-12-01,2.9,1.7,1.3,-0.601882582404013,-0.8551257262068804,0.10896525330009008,-0.4493476851036011,94.16000046838718,95.40655569869848
2014-01-01,2.9,1.7,1.3,-0.601882582404013,-0.8551257262068804,0.10896525330009008,-0.4493476851036011,94.16000046838718,95.92014346779916
2014-02-01,3.1,1.8,1.3,-0.4439772262857761,-0.5780871540016269,0.10896525330009008,-0.3043663756624376,96.98511436680313,96.4764666895979
2014-03-01,3.1,1.8,1.2,-0.4439772262857761,-0.5780871540016269,0.28377582009167857,-0.24609618673190814,98.12057052487962,97.06292691049379
2014-04-01,3.2,1.8,1.3,-0.3650245482266577,-0.5780871540016269,0.10896525330009008,-0.2780488163093982,97.4979397991795,97.9157126254125
2014-05-01,3.3,1.8,1.2,-0.2860718701675396,-0.5780871540016269,0.28377582009167857,-0.19346106802582932,99.14622138963237,98.3346790480068
2014-06-01,3.5,1.8,1.3,-0.12816651404930277,-0.5780871540016269,0.10896525330009008,-0.19909613825027986,99.03641609630866,98.80553136440945
2014-07-01,3.4,1.9,1.3,-0.2071191921084212,-0.30104858179637406,0.10896525330009008,-0.13306750686823507,100.32305369759547,99.21189933340293
2014-08-01,3.7,1.8,1.2,0.029738842068934113,-0.5780871540016269,0.28377582009167857,-0.08819083061367143,101.1975231191379,100.00364871340298
2014-09-01,3.4,2.0,1.2,-0.2071191921084212,-0.024010009591120537,0.28377582009167857,0.017548872797378944,103.25797288933514,100.50463802890279
2014-10-01,3.5,1.9,1.3,-0.12816651404930277,-0.30104858179637406,0.10896525330009008,-0.10674994751519558,100.83587912997183,100.82898310499074
2014-11-01,3.3,1.9,1.2,-0.2860718701675396,-0.30104858179637406,0.28377582009167857,-0.10111487729074504,100.94568442329557,101.23535107398419
2014-12-01,3.5,1.8,1.3,-0.12816651404930277,-0.5780871540016269,0.10896525330009008,-0.19909613825027986,99.03641609630866,101.59898359027962
2015-01-01,3.7,2.0,1.3,0.029738842068934113,-0.024010009591120537,0.10896525330009008,0.038231361925967884,103.66099302838778,101.79167429578291
2015-02-01,3.7,1.9,1.2,0.029738842068934113,-0.30104858179637406,0.28377582009167857,0.004155360121412877,102.99698615280109,102.1854438111755
2015-03-01,3.6,2.0,1.4,-0.04921383599018432,-0.024010009591120537,-0.065845313491498,-0.046356386357600955,102.01271143793491,102.48535431678603
2015-04-01,3.8,1.9,1.3,0.1086915201280522,-0.30104858179637406,0.10896525330009008,-0.027797269456077262,102.37435542710097,102.42431798186738
2015-05-01,3.8,1.9,1.2,0.1086915201280522,-0.30104858179637406,0.28377582009167857,0.030472919474452232,103.50981158517747,102.74521504546478
2015-06-01,3.6,1.9,1.3,-0.04921383599018432,-0.30104858179637406,0.10896525330009008,-0.0804323881621561,101.34870456234822,103.10884756176021
2015-07-01,4.1,1.9,1.2,0.3455495543054072,-0.30104858179637406,0.28377582009167857,0.10942559753357056,105.04828788230662,103.72965513096813
2015-08-01,3.7,2.0,1.2,0.029738842068934113,-0.024010009591120537,0.28377582009167857,0.09650155085649738,104.79644918646427,103.85786148906222
2015-09-01,3.7,2.0,1.4,0.029738842068934113,-0.024010009591120537,-0.065845313491498,-0.020038827004561475,102.5255368703113,104.14862155356246
2015-10-01,3.9,2.0,1.3,0.18764419818717062,-0.024010009591120537,0.10896525330009008,0.09086648063204672,104.68664389314056,104.45692016355899
2015-11-01,3.8,2.0,1.2,0.1086915201280522,-0.024010009591120537,0.28377582009167857,0.12281911020953673,105.30927461884065,104.89418746837391
2015-12-01,3.9,2.1,1.3,0.18764419818717062,0.253028562614133,0.10896525330009008,0.18321267136713124,106.48610692680374,105.1422120801761
2016-01-01,4.0,2.0,1.3,0.2665968762462891,-0.024010009591120537,0.10896525330009008,0.1171840399850862,105.19946932551693,105.62221483768907
2016-02-01,3.9,2.1,1.3,0.18764419818717062,0.253028562614133,0.10896525330009008,0.18321267136713124,106.48610692680374,105.87938989060159
2016-03-01,4.1,2.0,1.3,0.3455495543054072,-0.024010009591120537,0.10896525330009008,0.14350159933812556,105.7122947578933,105.9774592495985
2016-04-01,3.9,2.1,1.2,0.18764419818717062,0.253028562614133,0.28377582009167857,0.24148286029766072,107.62156308488022,106.49674944731896
2016-05-01,3.9,2.1,1.3,0.18764419818717062,0.253028562614133,0.10896525330009008,0.18321267136713124,106.48610692680374,106.75047648774091
2016-06-01,3.8,2.1,1.2,0.1086915201280522,0.253028562614133,0.28377582009167857,0.21516530094462125,107.10873765250383,106.98590264594223
